ref_date,indicator,year,value
2024-05-24,Resultado Primário,2027,-0.35
2024-05-24,Resultado Nominal,2024,-6.96
2024-05-24,Resultado Nominal,2025,-6.3
2024-05-24,Resultado Nominal,2026,-5.87
2024-05-24,Resultado Nominal,2027,-5.45
2024-05-31,IPCA,2024,3.88
2024-05-31,IPCA,2025,3.77
2024-05-31,IPCA,2026,3.6
2024-05-31,IPCA,2027,3.5
2024-05-31,PIB,2024,2.05
2024-05-31,PIB,2025,2.0
2024-05-31,PIB,2026,2.0
2024-05-31,PIB,2027,2.0
2024-05-31,Câmbio,2024,5.05
2024-05-31,Câmbio,2025,5.05
2024-05-31,Câmbio,2026,5.1
2024-05-31,Câmbio,2027,5.1
2024-05-31,Selic,2024,10.25
2024-05-31,Selic,2025,9.18
2024-05-31,Selic,2026,9.0
2024-05-31,Selic,2027,9.0
2024-05-31,IGP-M,2024,2.9
2024-05-31,IGP-M,2025,3.8
2024-05-31,IGP-M,2026,3.75
2024-05-31,IGP-M,2027,3.65
2024-05-31,IPCA Administrados,2024,4.0
2024-05-31,IPCA Administrados,2025,3.85
2024-05-31,IPCA Administrados,2026,3.5
2024-05-31,IPCA Administrados,2027,3.5
2024-05-31,Conta Corrente,2024,-33.0
2024-05-31,Conta Corrente,2025,-40.0
2024-05-31,Conta Corrente,2026,-43.3
2024-05-31,Conta Corrente,2027,-47.0
2024-05-31,Balança Comercial,2024,82.26
2024-05-31,Balança Comercial,2025,78.0
2024-05-31,Balança Comercial,2026,80.0
2024-05-31,Balança Comercial,2027,85.0
2024-05-31,Investimento Direto,2024,70.0
2024-05-31,Investimento Direto,2025,73.0
2024-05-31,Investimento Direto,2026,80.0
2024-05-31,Investimento Direto,2027,78.0
2024-05-31,Dívida Líquida,2024,63.7
2024-05-31,Dívida Líquida,2025,66.5
2024-05-31,Dívida Líquida,2026,68.3
2024-05-31,Dívida Líquida,2027,70.88
2024-05-31,Resultado Primário,2024,-0.7
2024-05-31,Resultado Primário,2025,-0.6
2024-05-31,Resultado Primário,2026,-0.5
2024-05-31,Resultado Primário,2027,-0.3
2024-05-31,Resultado Nominal,2024,-6.96
2024-05-31,Resultado Nominal,2025,-6.3
2024-05-31,Resultado Nominal,2026,-5.95
2024-05-31,Resultado Nominal,2027,-5.6
2024-06-07,IPCA,2024,3.9
2024-06-07,IPCA,2025,3.78
2024-06-07,IPCA,2026,3.6
2024-06-07,IPCA,2027,3.5
2024-06-07,PIB,2024,2.09
2024-06-07,PIB,2025,2.0
2024-06-07,PIB,2026,2.0
2024-06-07,PIB,2027,2.0
2024-06-07,Câmbio,2024,5.05
2024-06-07,Câmbio,2025,5.09
2024-06-07,Câmbio,2026,5.1
2024-06-07,Câmbio,2027,5.11
2024-06-07,Selic,2024,10.25
2024-06-07,Selic,2025,9.25
2024-06-07,Selic,2026,9.0
2024-06-07,Selic,2027,9.0
2024-06-07,IGP-M,2024,2.96
2024-06-07,IGP-M,2025,3.8
2024-06-07,IGP-M,2026,3.73
2024-06-07,IGP-M,2027,3.63
2024-06-07,IPCA Administrados,2024,4.0
2024-06-07,IPCA Administrados,2025,3.85
2024-06-07,IPCA Administrados,2026,3.5
2024-06-07,IPCA Administrados,2027,3.5
2024-06-07,Conta Corrente,2024,-33.55
2024-06-07,Conta Corrente,2025,-41.0
2024-06-07,Conta Corrente,2026,-45.0
2024-06-07,Conta Corrente,2027,-47.8
2024-06-07,Balança Comercial,2024,82.51
2024-06-07,Balança Comercial,2025,78.0
2024-06-07,Balança Comercial,2026,80.0
2024-06-07,Balança Comercial,2027,85.5
2024-06-07,Investimento Direto,2024,70.0
2024-06-07,Investimento Direto,2025,72.5
2024-06-07,Investimento Direto,2026,80.0
2024-06-07,Investimento Direto,2027,78.0
2024-06-07,Dívida Líquida,2024,63.65
2024-06-07,Dívida Líquida,2025,66.5
2024-06-07,Dívida Líquida,2026,68.3
2024-06-07,Dívida Líquida,2027,70.88
2024-06-07,Resultado Primário,2024,-0.7
2024-06-07,Resultado Primário,2025,-0.67
2024-06-07,Resultado Primário,2026,-0.5
2024-06-07,Resultado Primário,2027,-0.5
2024-06-07,Resultado Nominal,2024,-7.04
2024-06-07,Resultado Nominal,2025,-6.39
2024-06-07,Resultado Nominal,2026,-5.95
2024-06-07,Resultado Nominal,2027,-5.6
2024-06-14,IPCA,2024,3.96
2024-06-14,IPCA,2025,3.8
2024-06-14,IPCA,2026,3.6
2024-06-14,IPCA,2027,3.5
2024-06-14,PIB,2024,2.08
2024-06-14,PIB,2025,2.0
2024-06-14,PIB,2026,2.0
2024-06-14,PIB,2027,2.0
2024-06-14,Câmbio,2024,5.13
2024-06-14,Câmbio,2025,5.1
2024-06-14,Câmbio,2026,5.12
2024-06-14,Câmbio,2027,5.15
2024-06-14,Selic,2024,10.5
2024-06-14,Selic,2025,9.5
2024-06-14,Selic,2026,9.0
2024-06-14,Selic,2027,9.0
2024-06-14,IGP-M,2024,3.1
2024-06-14,IGP-M,2025,3.8
2024-06-14,IGP-M,2026,3.75
2024-06-14,IGP-M,2027,3.65
2024-06-14,IPCA Administrados,2024,3.95
2024-06-14,IPCA Administrados,2025,3.84
2024-06-14,IPCA Administrados,2026,3.5
2024-06-14,IPCA Administrados,2027,3.5
2024-06-14,Conta Corrente,2024,-36.2
2024-06-14,Conta Corrente,2025,-42.8
2024-06-14,Conta Corrente,2026,-45.3
2024-06-14,Conta Corrente,2027,-48.6
2024-06-14,Balança Comercial,2024,82.0
2024-06-14,Balança Comercial,2025,76.3
2024-06-14,Balança Comercial,2026,78.0
2024-06-14,Balança Comercial,2027,80.89
2024-06-14,Investimento Direto,2024,70.0
2024-06-14,Investimento Direto,2025,73.0
2024-06-14,Investimento Direto,2026,80.0
2024-06-14,Investimento Direto,2027,80.0
2024-06-14,Dívida Líquida,2024,63.68
2024-06-14,Dívida Líquida,2025,66.5
2024-06-14,Dívida Líquida,2026,68.45
2024-06-14,Dívida Líquida,2027,71.14
2024-06-14,Resultado Primário,2024,-0.71
2024-06-14,Resultado Primário,2025,-0.6
2024-06-14,Resultado Primário,2026,-0.5
2024-06-14,Resultado Primário,2027,-0.5
2024-06-14,Resultado Nominal,2024,-7.2
2024-06-14,Resultado Nominal,2025,-6.44
2024-06-14,Resultado Nominal,2026,-6.0
2024-06-14,Resultado Nominal,2027,-5.85
2024-06-21,IPCA,2024,3.98
2024-06-21,IPCA,2025,3.85
2024-06-21,IPCA,2026,3.6
2024-06-21,IPCA,2027,3.5
2024-06-21,PIB,2024,2.09
2024-06-21,PIB,2025,2.0
2024-06-21,PIB,2026,2.0
2024-06-21,PIB,2027,2.0
2024-06-21,Câmbio,2024,5.15
2024-06-21,Câmbio,2025,5.15
2024-06-21,Câmbio,2026,5.15
2024-06-21,Câmbio,2027,5.18
2024-06-21,Selic,2024,10.5
2024-06-21,Selic,2025,9.5
2024-06-21,Selic,2026,9.0
2024-06-21,Selic,2027,9.0
2024-06-21,IGP-M,2024,3.22
2024-06-21,IGP-M,2025,3.81
2024-06-21,IGP-M,2026,3.83
2024-06-21,IGP-M,2027,3.7
2024-06-21,IPCA Administrados,2024,3.94
2024-06-21,IPCA Administrados,2025,3.85
2024-06-21,IPCA Administrados,2026,3.5
2024-06-21,IPCA Administrados,2027,3.5
2024-06-21,Conta Corrente,2024,-38.35
2024-06-21,Conta Corrente,2025,-42.8
2024-06-21,Conta Corrente,2026,-45.6
2024-06-21,Conta Corrente,2027,-48.3
2024-06-21,Balança Comercial,2024,81.78
2024-06-21,Balança Comercial,2025,76.01
2024-06-21,Balança Comercial,2026,77.64
2024-06-21,Balança Comercial,2027,77.0
2024-06-21,Investimento Direto,2024,70.0
2024-06-21,Investimento Direto,2025,73.0
2024-06-21,Investimento Direto,2026,79.41
2024-06-21,Investimento Direto,2027,79.0
2024-06-21,Dívida Líquida,2024,63.68
2024-06-21,Dívida Líquida,2025,66.5
2024-06-21,Dívida Líquida,2026,68.35
2024-06-21,Dívida Líquida,2027,70.39
2024-06-21,Resultado Primário,2024,-0.7
2024-06-21,Resultado Primário,2025,-0.6
2024-06-21,Resultado Primário,2026,-0.5
2024-06-21,Resultado Primário,2027,-0.45
2024-06-21,Resultado Nominal,2024,-7.2
2024-06-21,Resultado Nominal,2025,-6.48
2024-06-21,Resultado Nominal,2026,-6.0
2024-06-21,Resultado Nominal,2027,-5.85
2024-06-28,IPCA,2024,4.0
2024-06-28,IPCA,2025,3.87
2024-06-28,IPCA,2026,3.6
2024-06-28,IPCA,2027,3.5
2024-06-28,PIB,2024,2.09
2024-06-28,PIB,2025,1.98
2024-06-28,PIB,2026,2.0
2024-06-28,PIB,2027,2.0
2024-06-28,Câmbio,2024,5.2
2024-06-28,Câmbio,2025,5.19
2024-06-28,Câmbio,2026,5.19
2024-06-28,Câmbio,2027,5.2
2024-06-28,Selic,2024,10.5
2024-06-28,Selic,2025,9.5
2024-06-28,Selic,2026,9.0
2024-06-28,Selic,2027,9.0
2024-06-28,IGP-M,2024,3.39
2024-06-28,IGP-M,2025,3.9
2024-06-28,IGP-M,2026,3.83
2024-06-28,IGP-M,2027,3.7
2024-06-28,IPCA Administrados,2024,3.98
2024-06-28,IPCA Administrados,2025,3.9
2024-06-28,IPCA Administrados,2026,3.5
2024-06-28,IPCA Administrados,2027,3.5
2024-06-28,Conta Corrente,2024,-39.9
2024-06-28,Conta Corrente,2025,-43.55
2024-06-28,Conta Corrente,2026,-45.6
2024-06-28,Conta Corrente,2027,-48.3
2024-06-28,Balança Comercial,2024,81.55
2024-06-28,Balança Comercial,2025,76.02
2024-06-28,Balança Comercial,2026,77.82
2024-06-28,Balança Comercial,2027,78.5
2024-06-28,Investimento Direto,2024,70.0
2024-06-28,Investimento Direto,2025,74.0
2024-06-28,Investimento Direto,2026,80.0
2024-06-28,Investimento Direto,2027,80.0
2024-06-28,Dívida Líquida,2024,63.7
2024-06-28,Dívida Líquida,2025,66.4
2024-06-28,Dívida Líquida,2026,68.35
2024-06-28,Dívida Líquida,2027,69.9
2024-06-28,Resultado Primário,2024,-0.7
2024-06-28,Resultado Primário,2025,-0.64
2024-06-28,Resultado Primário,2026,-0.55
2024-06-28,Resultado Primário,2027,-0.5
2024-06-28,Resultado Nominal,2024,-7.2
2024-06-28,Resultado Nominal,2025,-6.5
2024-06-28,Resultado Nominal,2026,-6.0
2024-06-28,Resultado Nominal,2027,-5.9
2024-07-05,IPCA,2024,4.02
2024-07-05,IPCA,2025,3.88
2024-07-05,IPCA,2026,3.6
2024-07-05,IPCA,2027,3.5
2024-07-05,PIB,2024,2.1
2024-07-05,PIB,2025,1.97
2024-07-05,PIB,2026,2.0
2024-07-05,PIB,2027,2.0
2024-07-05,Câmbio,2024,5.2
2024-07-05,Câmbio,2025,5.2
2024-07-05,Câmbio,2026,5.2
2024-07-05,Câmbio,2027,5.2
2024-07-05,Selic,2024,10.5
2024-07-05,Selic,2025,9.5
2024-07-05,Selic,2026,9.0
2024-07-05,Selic,2027,9.0
2024-07-05,IGP-M,2024,3.4
2024-07-05,IGP-M,2025,3.9
2024-07-05,IGP-M,2026,3.8
2024-07-05,IGP-M,2027,3.68
2024-07-05,IPCA Administrados,2024,3.96
2024-07-05,IPCA Administrados,2025,3.9
2024-07-05,IPCA Administrados,2026,3.5
2024-07-05,IPCA Administrados,2027,3.5
2024-07-05,Conta Corrente,2024,-39.9
2024-07-05,Conta Corrente,2025,-43.6
2024-07-05,Conta Corrente,2026,-45.8
2024-07-05,Conta Corrente,2027,-48.6
2024-07-05,Balança Comercial,2024,82.0
2024-07-05,Balança Comercial,2025,76.02
2024-07-05,Balança Comercial,2026,77.32
2024-07-05,Balança Comercial,2027,78.5
2024-07-05,Investimento Direto,2024,70.0
2024-07-05,Investimento Direto,2025,74.0
2024-07-05,Investimento Direto,2026,80.0
2024-07-05,Investimento Direto,2027,80.0
2024-07-05,Dívida Líquida,2024,63.85
2024-07-05,Dívida Líquida,2025,66.4
2024-07-05,Dívida Líquida,2026,68.38
2024-07-05,Dívida Líquida,2027,69.9
2024-07-05,Resultado Primário,2024,-0.7
2024-07-05,Resultado Primário,2025,-0.61
2024-07-05,Resultado Primário,2026,-0.5
2024-07-05,Resultado Primário,2027,-0.5
2024-07-05,Resultado Nominal,2024,-7.25
2024-07-05,Resultado Nominal,2025,-6.5
2024-07-05,Resultado Nominal,2026,-6.0
2024-07-05,Resultado Nominal,2027,-5.9
2024-07-12,IPCA,2024,4.0
2024-07-12,IPCA,2025,3.9
2024-07-12,IPCA,2026,3.6
2024-07-12,IPCA,2027,3.5
2024-07-12,PIB,2024,2.11
2024-07-12,PIB,2025,1.97
2024-07-12,PIB,2026,2.0
2024-07-12,PIB,2027,2.0
2024-07-12,Câmbio,2024,5.22
2024-07-12,Câmbio,2025,5.2
2024-07-12,Câmbio,2026,5.2
2024-07-12,Câmbio,2027,5.21
2024-07-12,Selic,2024,10.5
2024-07-12,Selic,2025,9.5
2024-07-12,Selic,2026,9.0
2024-07-12,Selic,2027,9.0
2024-07-12,IGP-M,2024,3.42
2024-07-12,IGP-M,2025,3.9
2024-07-12,IGP-M,2026,3.84
2024-07-12,IGP-M,2027,3.7
2024-07-12,IPCA Administrados,2024,4.11
2024-07-12,IPCA Administrados,2025,3.9
2024-07-12,IPCA Administrados,2026,3.5
2024-07-12,IPCA Administrados,2027,3.5
2024-07-12,Conta Corrente,2024,-40.4
2024-07-12,Conta Corrente,2025,-43.6
2024-07-12,Conta Corrente,2026,-45.8
2024-07-12,Conta Corrente,2027,-48.3
2024-07-12,Balança Comercial,2024,82.0
2024-07-12,Balança Comercial,2025,76.3
2024-07-12,Balança Comercial,2026,77.82
2024-07-12,Balança Comercial,2027,80.0
2024-07-12,Investimento Direto,2024,70.0
2024-07-12,Investimento Direto,2025,74.0
2024-07-12,Investimento Direto,2026,80.0
2024-07-12,Investimento Direto,2027,80.0
2024-07-12,Dívida Líquida,2024,63.7
2024-07-12,Dívida Líquida,2025,66.0
2024-07-12,Dívida Líquida,2026,68.38
2024-07-12,Dívida Líquida,2027,69.9
2024-07-12,Resultado Primário,2024,-0.7
2024-07-12,Resultado Primário,2025,-0.66
2024-07-12,Resultado Primário,2026,-0.6
2024-07-12,Resultado Primário,2027,-0.5
2024-07-12,Resultado Nominal,2024,-7.25
2024-07-12,Resultado Nominal,2025,-6.5
2024-07-12,Resultado Nominal,2026,-6.0
2024-07-12,Resultado Nominal,2027,-5.9
2024-07-19,IPCA,2024,4.05
2024-07-19,IPCA,2025,3.9
2024-07-19,IPCA,2026,3.6
2024-07-19,IPCA,2027,3.5
2024-07-19,PIB,2024,2.15
2024-07-19,PIB,2025,1.93
2024-07-19,PIB,2026,2.0
2024-07-19,PIB,2027,2.0
2024-07-19,Câmbio,2024,5.3
2024-07-19,Câmbio,2025,5.23
2024-07-19,Câmbio,2026,5.23
2024-07-19,Câmbio,2027,5.21
2024-07-19,Selic,2024,10.5
2024-07-19,Selic,2025,9.5
2024-07-19,Selic,2026,9.0
2024-07-19,Selic,2027,9.0
2024-07-19,IGP-M,2024,3.49
2024-07-19,IGP-M,2025,3.95
2024-07-19,IGP-M,2026,3.92
2024-07-19,IGP-M,2027,3.7
2024-07-19,IPCA Administrados,2024,4.59
2024-07-19,IPCA Administrados,2025,3.9
2024-07-19,IPCA Administrados,2026,3.5
2024-07-19,IPCA Administrados,2027,3.5
2024-07-19,Conta Corrente,2024,-40.0
2024-07-19,Conta Corrente,2025,-43.5
2024-07-19,Conta Corrente,2026,-45.25
2024-07-19,Conta Corrente,2027,-47.75
2024-07-19,Balança Comercial,2024,82.0
2024-07-19,Balança Comercial,2025,78.0
2024-07-19,Balança Comercial,2026,80.0
2024-07-19,Balança Comercial,2027,80.11
2024-07-19,Investimento Direto,2024,69.59
2024-07-19,Investimento Direto,2025,72.1
2024-07-19,Investimento Direto,2026,79.41
2024-07-19,Investimento Direto,2027,80.0
2024-07-19,Dívida Líquida,2024,63.7
2024-07-19,Dívida Líquida,2025,66.0
2024-07-19,Dívida Líquida,2026,68.38
2024-07-19,Dívida Líquida,2027,70.2
2024-07-19,Resultado Primário,2024,-0.7
2024-07-19,Resultado Primário,2025,-0.67
2024-07-19,Resultado Primário,2026,-0.55
2024-07-19,Resultado Primário,2027,-0.41
2024-07-19,Resultado Nominal,2024,-7.2
2024-07-19,Resultado Nominal,2025,-6.5
2024-07-19,Resultado Nominal,2026,-6.0
2024-07-19,Resultado Nominal,2027,-6.0
2024-07-26,IPCA,2024,4.1
2024-07-26,IPCA,2025,3.96
2024-07-26,IPCA,2026,3.6
2024-07-26,IPCA,2027,3.5
2024-07-26,PIB,2024,2.19
2024-07-26,PIB,2025,1.94
2024-07-26,PIB,2026,2.0
2024-07-26,PIB,2027,2.0
2024-07-26,Câmbio,2024,5.3
2024-07-26,Câmbio,2025,5.25
2024-07-26,Câmbio,2026,5.25
2024-07-26,Câmbio,2027,5.23
2024-07-26,Selic,2024,10.5
2024-07-26,Selic,2025,9.5
2024-07-26,Selic,2026,9.0
2024-07-26,Selic,2027,9.0
2024-07-26,IGP-M,2024,3.52
2024-07-26,IGP-M,2025,4.0
2024-07-26,IGP-M,2026,4.0
2024-07-26,IGP-M,2027,3.7
2024-07-26,IPCA Administrados,2024,4.59
2024-07-26,IPCA Administrados,2025,3.9
2024-07-26,IPCA Administrados,2026,3.5
2024-07-26,IPCA Administrados,2027,3.5
2024-07-26,Conta Corrente,2024,-39.45
2024-07-26,Conta Corrente,2025,-43.5
2024-07-26,Conta Corrente,2026,-45.1
2024-07-26,Conta Corrente,2027,-47.85
2024-07-26,Balança Comercial,2024,82.0
2024-07-26,Balança Comercial,2025,78.5
2024-07-26,Balança Comercial,2026,80.0
2024-07-26,Balança Comercial,2027,80.11
2024-07-26,Investimento Direto,2024,69.59
2024-07-26,Investimento Direto,2025,71.6
2024-07-26,Investimento Direto,2026,79.41
2024-07-26,Investimento Direto,2027,80.0
2024-07-26,Dívida Líquida,2024,63.7
2024-07-26,Dívida Líquida,2025,66.0
2024-07-26,Dívida Líquida,2026,68.38
2024-07-26,Dívida Líquida,2027,70.2
2024-07-26,Resultado Primário,2024,-0.7
2024-07-26,Resultado Primário,2025,-0.7
2024-07-26,Resultado Primário,2026,-0.53
2024-07-26,Resultado Primário,2027,-0.31
2024-07-26,Resultado Nominal,2024,-7.3
2024-07-26,Resultado Nominal,2025,-6.5
2024-07-26,Resultado Nominal,2026,-6.0
2024-07-26,Resultado Nominal,2027,-6.0
2024-08-02,IPCA,2024,4.12
2024-08-02,IPCA,2025,3.98
2024-08-02,IPCA,2026,3.6
2024-08-02,IPCA,2027,3.5
2024-08-02,PIB,2024,2.2
2024-08-02,PIB,2025,1.92
2024-08-02,PIB,2026,2.0
2024-08-02,PIB,2027,2.0
2024-08-02,Câmbio,2024,5.3
2024-08-02,Câmbio,2025,5.3
2024-08-02,Câmbio,2026,5.25
2024-08-02,Câmbio,2027,5.25
2024-08-02,Selic,2024,10.5
2024-08-02,Selic,2025,9.75
2024-08-02,Selic,2026,9.0
2024-08-02,Selic,2027,9.0
2024-08-02,IGP-M,2024,3.7
2024-08-02,IGP-M,2025,4.0
2024-08-02,IGP-M,2026,4.0
2024-08-02,IGP-M,2027,3.78
2024-08-02,IPCA Administrados,2024,4.59
2024-08-02,IPCA Administrados,2025,3.9
2024-08-02,IPCA Administrados,2026,3.5
2024-08-02,IPCA Administrados,2027,3.5
2024-08-02,Conta Corrente,2024,-38.2
2024-08-02,Conta Corrente,2025,-43.25
2024-08-02,Conta Corrente,2026,-44.6
2024-08-02,Conta Corrente,2027,-46.35
2024-08-02,Balança Comercial,2024,82.0
2024-08-02,Balança Comercial,2025,78.0
2024-08-02,Balança Comercial,2026,80.0
2024-08-02,Balança Comercial,2027,80.11
2024-08-02,Investimento Direto,2024,69.59
2024-08-02,Investimento Direto,2025,71.6
2024-08-02,Investimento Direto,2026,79.41
2024-08-02,Investimento Direto,2027,80.0
2024-08-02,Dívida Líquida,2024,63.7
2024-08-02,Dívida Líquida,2025,66.0
2024-08-02,Dívida Líquida,2026,68.38
2024-08-02,Dívida Líquida,2027,70.2
2024-08-02,Resultado Primário,2024,-0.7
2024-08-02,Resultado Primário,2025,-0.7
2024-08-02,Resultado Primário,2026,-0.5
2024-08-02,Resultado Primário,2027,-0.3
2024-08-02,Resultado Nominal,2024,-7.3
2024-08-02,Resultado Nominal,2025,-6.5
2024-08-02,Resultado Nominal,2026,-6.0
2024-08-02,Resultado Nominal,2027,-6.0
2024-08-09,IPCA,2024,4.2
2024-08-09,IPCA,2025,3.97
2024-08-09,IPCA,2026,3.6
2024-08-09,IPCA,2027,3.5
2024-08-09,PIB,2024,2.2
2024-08-09,PIB,2025,1.92
2024-08-09,PIB,2026,2.0
2024-08-09,PIB,2027,2.0
2024-08-09,Câmbio,2024,5.3
2024-08-09,Câmbio,2025,5.3
2024-08-09,Câmbio,2026,5.25
2024-08-09,Câmbio,2027,5.25
2024-08-09,Selic,2024,10.5
2024-08-09,Selic,2025,9.75
2024-08-09,Selic,2026,9.0
2024-08-09,Selic,2027,9.0
2024-08-09,IGP-M,2024,3.73
2024-08-09,IGP-M,2025,4.0
2024-08-09,IGP-M,2026,4.0
2024-08-09,IGP-M,2027,3.8
2024-08-09,IPCA Administrados,2024,4.75
2024-08-09,IPCA Administrados,2025,3.9
2024-08-09,IPCA Administrados,2026,3.5
2024-08-09,IPCA Administrados,2027,3.5
2024-08-09,Conta Corrente,2024,-38.0
2024-08-09,Conta Corrente,2025,-43.6
2024-08-09,Conta Corrente,2026,-45.6
2024-08-09,Conta Corrente,2027,-48.0
2024-08-09,Balança Comercial,2024,82.44
2024-08-09,Balança Comercial,2025,77.15
2024-08-09,Balança Comercial,2026,80.0
2024-08-09,Balança Comercial,2027,80.23
2024-08-09,Investimento Direto,2024,69.8
2024-08-09,Investimento Direto,2025,71.2
2024-08-09,Investimento Direto,2026,80.0
2024-08-09,Investimento Direto,2027,80.0
2024-08-09,Dívida Líquida,2024,63.7
2024-08-09,Dívida Líquida,2025,66.2
2024-08-09,Dívida Líquida,2026,68.55
2024-08-09,Dívida Líquida,2027,71.45
2024-08-09,Resultado Primário,2024,-0.69
2024-08-09,Resultado Primário,2025,-0.7
2024-08-09,Resultado Primário,2026,-0.5
2024-08-09,Resultado Primário,2027,-0.31
2024-08-09,Resultado Nominal,2024,-7.3
2024-08-09,Resultado Nominal,2025,-6.5
2024-08-09,Resultado Nominal,2026,-5.98
2024-08-09,Resultado Nominal,2027,-5.75
2024-08-16,IPCA,2024,4.22
2024-08-16,IPCA,2025,3.91
2024-08-16,IPCA,2026,3.6
2024-08-16,IPCA,2027,3.5
2024-08-16,PIB,2024,2.23
2024-08-16,PIB,2025,1.89
2024-08-16,PIB,2026,2.0
2024-08-16,PIB,2027,2.0
2024-08-16,Câmbio,2024,5.31
2024-08-16,Câmbio,2025,5.3
2024-08-16,Câmbio,2026,5.25
2024-08-16,Câmbio,2027,5.25
2024-08-16,Selic,2024,10.5
2024-08-16,Selic,2025,10.0
2024-08-16,Selic,2026,9.0
2024-08-16,Selic,2027,9.0
2024-08-16,IGP-M,2024,3.75
2024-08-16,IGP-M,2025,4.0
2024-08-16,IGP-M,2026,4.0
2024-08-16,IGP-M,2027,3.8
2024-08-16,IPCA Administrados,2024,4.77
2024-08-16,IPCA Administrados,2025,3.9
2024-08-16,IPCA Administrados,2026,3.5
2024-08-16,IPCA Administrados,2027,3.5
2024-08-16,Conta Corrente,2024,-38.0
2024-08-16,Conta Corrente,2025,-43.6
2024-08-16,Conta Corrente,2026,-44.9
2024-08-16,Conta Corrente,2027,-48.0
2024-08-16,Balança Comercial,2024,82.44
2024-08-16,Balança Comercial,2025,78.5
2024-08-16,Balança Comercial,2026,80.0
2024-08-16,Balança Comercial,2027,80.11
2024-08-16,Investimento Direto,2024,70.0
2024-08-16,Investimento Direto,2025,71.2
2024-08-16,Investimento Direto,2026,79.41
2024-08-16,Investimento Direto,2027,80.0
2024-08-16,Dívida Líquida,2024,63.65
2024-08-16,Dívida Líquida,2025,66.2
2024-08-16,Dívida Líquida,2026,68.63
2024-08-16,Dívida Líquida,2027,71.48
2024-08-16,Resultado Primário,2024,-0.64
2024-08-16,Resultado Primário,2025,-0.7
2024-08-16,Resultado Primário,2026,-0.5
2024-08-16,Resultado Primário,2027,-0.3
2024-08-16,Resultado Nominal,2024,-7.3
2024-08-16,Resultado Nominal,2025,-6.5
2024-08-16,Resultado Nominal,2026,-6.0
2024-08-16,Resultado Nominal,2027,-6.0
2024-08-23,IPCA,2024,4.25
2024-08-23,IPCA,2025,3.93
2024-08-23,IPCA,2026,3.6
2024-08-23,IPCA,2027,3.5
2024-08-23,PIB,2024,2.43
2024-08-23,PIB,2025,1.86
2024-08-23,PIB,2026,2.0
2024-08-23,PIB,2027,2.0
2024-08-23,Câmbio,2024,5.32
2024-08-23,Câmbio,2025,5.3
2024-08-23,Câmbio,2026,5.25
2024-08-23,Câmbio,2027,5.27
2024-08-23,Selic,2024,10.5
2024-08-23,Selic,2025,10.0
2024-08-23,Selic,2026,9.5
2024-08-23,Selic,2027,9.0
2024-08-23,IGP-M,2024,3.77
2024-08-23,IGP-M,2025,4.0
2024-08-23,IGP-M,2026,4.0
2024-08-23,IGP-M,2027,3.8
2024-08-23,IPCA Administrados,2024,4.76
2024-08-23,IPCA Administrados,2025,3.87
2024-08-23,IPCA Administrados,2026,3.7
2024-08-23,IPCA Administrados,2027,3.5
2024-08-23,Conta Corrente,2024,-36.3
2024-08-23,Conta Corrente,2025,-43.5
2024-08-23,Conta Corrente,2026,-44.9
2024-08-23,Conta Corrente,2027,-47.7
2024-08-23,Balança Comercial,2024,83.53
2024-08-23,Balança Comercial,2025,79.5
2024-08-23,Balança Comercial,2026,80.0
2024-08-23,Balança Comercial,2027,80.11
2024-08-23,Investimento Direto,2024,70.25
2024-08-23,Investimento Direto,2025,72.0
2024-08-23,Investimento Direto,2026,80.0
2024-08-23,Investimento Direto,2027,80.0
2024-08-23,Dívida Líquida,2024,63.7
2024-08-23,Dívida Líquida,2025,66.55
2024-08-23,Dívida Líquida,2026,69.3
2024-08-23,Dívida Líquida,2027,71.65
2024-08-23,Resultado Primário,2024,-0.65
2024-08-23,Resultado Primário,2025,-0.77
2024-08-23,Resultado Primário,2026,-0.5
2024-08-23,Resultado Primário,2027,-0.4
2024-08-23,Resultado Nominal,2024,-7.35
2024-08-23,Resultado Nominal,2025,-6.5
2024-08-23,Resultado Nominal,2026,-6.0
2024-08-23,Resultado Nominal,2027,-6.0
2024-08-30,IPCA,2024,4.26
2024-08-30,IPCA,2025,3.92
2024-08-30,IPCA,2026,3.6
2024-08-30,IPCA,2027,3.5
2024-08-30,PIB,2024,2.46
2024-08-30,PIB,2025,1.85
2024-08-30,PIB,2026,2.0
2024-08-30,PIB,2027,2.0
2024-08-30,Câmbio,2024,5.33
2024-08-30,Câmbio,2025,5.3
2024-08-30,Câmbio,2026,5.28
2024-08-30,Câmbio,2027,5.3
2024-08-30,Selic,2024,10.5
2024-08-30,Selic,2025,10.0
2024-08-30,Selic,2026,9.5
2024-08-30,Selic,2027,9.0
2024-08-30,IGP-M,2024,3.68
2024-08-30,IGP-M,2025,3.97
2024-08-30,IGP-M,2026,4.0
2024-08-30,IGP-M,2027,3.8
2024-08-30,IPCA Administrados,2024,4.79
2024-08-30,IPCA Administrados,2025,3.85
2024-08-30,IPCA Administrados,2026,3.7
2024-08-30,IPCA Administrados,2027,3.5
2024-08-30,Conta Corrente,2024,-36.3
2024-08-30,Conta Corrente,2025,-43.5
2024-08-30,Conta Corrente,2026,-44.9
2024-08-30,Conta Corrente,2027,-47.7
2024-08-30,Balança Comercial,2024,83.5
2024-08-30,Balança Comercial,2025,79.0
